12419790	
27624150	
26968791	
19104471	19104471
17728214	
22020825	22020825
22676192	
22053601	22053601
22676194	
22676193	
26903268	
9831149	9831149
35455734	
28181240	
25264897	25264897
38142723	
17105675	
26313485	
26313486	
26313487	
29098786	29098786
8946471	8946471
31490856	
24019752	24019752
24019753	24019753
36766510	
30704436	
38470454	
26411831	26411831
12124989	
38994750	38994750
39617342	
34505535	
36569923	
21824325	21824325
21857094	21857094
30016335	
37880658	
22053728	22053728
16679777	16679777
30114658	
9470816	9470816
11699055	11699055
40239986	
23692149	
37159804	
38634369	38634369
23364483	23364483
39060355	39060355
21169036	21169036
19071885	19071885
37946254	
19104657	19104657
22414228	22414228
23462807	
15860653	
14975928	
29393850	
33850298	
29295555	29295555
28640195	
29230023	
28378058	28378058
11994059	11994059
16909270	16909270
19858398	19858398
8946657	8946657
36701157	
18285546	18285546
17564651	17564651
25986028	25986028
18285551	18285551
25560051	25560051
15205367	
28247033	
21038076	21038076
27558924	
19104789	19104789
25789467	
24118301	24118301
26739746	
31327267	
24445991	24445991
3769385	3769385
21726252	21726252
20841522	
39126072	39126072
9241659	9241659
27296832	
26641474	26641474
23692359	11420252
20415561	20415561
20415563	20415563
32015454	
32015455	
32015456	
21562465	
24577123	24577123
11895907	11895907
22840423	
38863977	
21562485	
23233654	23233654
40371326	
23233662	23233662
19268736	19268736
25658497	25658497
11928716	11928716
19924111	19924111
23692434	426410
19694741	
23069858	23069858
17597605	17597605
25920679	
23364775	23364775
26870959	26870959
24642735	24642735
17401013	17401013
20350136	20350136
29394111	
19694795	
19530960	19530960
19530961	19530961
15205592	15205592
38765788	
22217949	22217949
36373739	
25560300	25560300
23364847	23364847
19825907	
12059893	
17335544	17335544
28673279	28673279
17925385	17925385
28673292	
21103886	21103886
17597712	17597712
38044950	
32736537	32736537
20514076	20514076
20514079	20514079
29689130	
15861035	
15861036	
15861037	
15861039	
22480177	22480177
31720756	
26019129	26019129
29099333	
12485958	12485958
17827141	17827141
19858760	19858760
27428168	
21071176	21071176
18187595	18187595
18253134	18253134
29099344	
21038416	21038416
26445138	
15795539	
12059987	12059987
28476759	28476759
23922007	23922007
8422746	8422746
19858780	19858780
19891551	
19891552	
19891553	19891553
38765922	
24446315	24446315
19596663	19596663
38372728	
20809084	20809084
25331073	25331073
18810246	18810246
26674571	
18580877	18580877
25560468	
25560469	25560469
10880412	10880412
11699614	11699615
35456416	
28181923	
11503011	11503011
11503014	11503014
37914023	
16385453	16385453
16319918	16319918
17761710	17761710
34407866	
25232828	25232828
40207808	
25953735	
28050888	
17696202	
31393228	
39093709	
12682708	
10683861	10683861
40469972	
38438359	
16778723	16778723
18482659	18482659
23266789	23266789
25069034	25069034
20383212	
30672376	
28509689	
30672383	
30672385	
34965002	
17106442	
11240974	11240974
18548238	18548238
19564049	19564049
11240980	11240980
19891732	
35259926	
20022809	20022809
18187806	18187698
20153897	12399
18417193	18417193
10716719	10716719
23529007	23529007
22808112	22808112
40109622	
27199033	
21825083	21825083
23135803	23135803
15533655	
32802391	
20547162	
15500895	
26314341	
25003625	25003625
27035242	
29066864	
37815926	
22283902	
24643204	24643204
27035272	
19859084	19859084
20809362	20809362
22906516	22906516
22349464	22349464
38143640	38143640
25921178	
26543771	
25298588	
38504095	
38930092	
17761971	
24970932	24970932
31557306	
40732356	40732356
39356102	39356102
19203783	19203783
19138248	19138248
28346059	
37947089	
23856853	23856853
23856854	23856854
29099735	
40863448	
21989078	21989078
26445541	
14681830	14681830
4818663	4818663
29198060	
22775532	22775532
21628662	21628662
21628669	21628669
26216193	
30902024	
28444425	
23299853	
21923605	21923605
14747421	14747421
37553950	
29263648	
20383528	20383528
19695401	19695401
12846892	
30967597	30967597
21628721	21628721
29525816	
21104443	21104443
11929404	11929405
17434445	17434445
9111378	9111378
26937172	
26871639	26871639
28739427	28739427
41027428	41027428
39978853	
31033190	
16123753	16123753
22480748	
16123758	16123758
25495407	
25495409	25495409
25495410	25495410
25495411	
19236730	19236730
21366650	21366650
21170047	21170047
14583680	
14583682	
40437642	40437642
16418702	16418702
15992732	15992732
25069475	25069475
22153130	22153130
31066027	
26773420	26773420
18515891	
27527109	
26544071	
23332809	23332809
20416460	20416460
17008591	17008591
21989330	21989330
12191703	12191703
18941913	18941913
40699872	40699872
27035618	
12453860	12453860
11208681	11208681
25102313	25102313
39159789	
25266159	25266159
19204081	19204081
24086514	24086514
16844790	
15632378	
28837897	
21956618	21956618
23726091	23726091
20547595	20547595
26937359	
34834450	
28346387	
34048027	
25430046	
19400747	19400747
21694509	
11372592	11372592
24643635	24643635
29427770	
33622083	
37521485	37521485
19433561	19433561
24152157	
24217698	24217698
33097827	
36833383	
28182634	
36210801	
19531897	19531897
24316028	
40470653	40470653
12814461	
21301380	21301380
40142989	40142989
28117133	
11470994	11470994
11470997	11470997
9177237	9177237
37357724	
25266342	25266342
25987243	
22415532	22415532
16877740	
15337646	
18483375	18483375
31099054	31099054
12912815	12912815
17008819	17008819
22546611	22546611
39979195	
24152261	24152261
19531981	19531981
21334226	21334226
19761367	
27298017	
30181602	
24021217	24021217
26216687	
20809970	20809970
26806518	
38963454	
32082176	
22022402	
29755652	
1247492	1247492
37554438	
23922954	23922954
7964939	7964939
23431434	
15206669	
26020121	26020121
21072155	
22350108	22350108
19106083	
19106084	19106084
17434921	17434922
26872113	
18057531	18057531
37194045	37194045
35457347	
26249541	
26937673	
21072201	
40733022	40733022
22940005	22940005
35916133	
12421483	12421483
17697139	
11012469	11012469
22940027	22940027
29624706	
27756942	27756942
41126293	41126293
20580759	20580759
40405401	
17467803	17467803
17467808	17467808
26282401	
18024866	18024866
31721892	
29100455	
40995240	
22120873	
18188716	18188716
19302829	19302829
24447405	24447405
9439663	9439664
25823661	25823661
25889207	
27527610	
8554938	8554939
28117434	28117434
31066578	
32344532	
26282453	
19827168	
39913956	
36145636	
37456358	
19794411	19794411
19794412	
39619061	
25266679	25266679
25266681	25266681
18156033	18156033
28445187	
28445188	
20089352	20089352
23267855	23267855
23267857	23267857
21039637	
28871191	
36145690	
21498394	21498394
27888155	27888155
33589790	33589790
33589792	
25823781	
25823782	
26774055	
25823783	
25823785	25823785
25823784	
33851947	
25823787	
25823786	
21826085	21826085
21826087	21826087
39488053	
32344632	
24709690	24709690
22252093	22252093
12847678	
23071293	
21269061	21269061
23628358	23628358
25987655	25987655
26151496	
24709712	24709712
9931346	9931346
27069012	
19434072	19434072
11602521	11602521
19434073	19434074
38996572	
23530079	23530079
23562852	23562852
17697394	
19270263	19270263
22186618	22186618
23136901	
33131142	
20220551	20220551
25201288	
9472650	9472650
30345879	
36571802	
12880540	
28084894	
28084903	
26151596	
23857836	23857836
20941486	20941486
17828532	
9865912	9865912
29264572	29264572
32606912	
18451141	18451141
22481606	11989723
18057928	18057928
22547144	22547144
21596874	21596874
17337040	
1346258	1346258
35752658	35752658
18615004	18615004
30870237	
26184414	26184414
23628510	136862705
28379874	
27396837	27396837
20548327	20548327
36211438	
16583408	16583408
11668216	11668216
11668218	11668218
11668219	11668219
18221820	18221820
23104259	23104260
30870275	30870275
26544900	
26086150	
23071495	10081035
20351750	20351750
41028360	41028360
7408395	
18385676	18385676
12651279	
40962832	40962832
37653272	
29723426	
17959715	
19204908	19204908
22612784	22612784
19663669	19663669
38636352	38636352
26905411	
28740425	28740425
37686089	
18385739	18385739
30706508	30706508
32475982	
38341456	
22907730	22907730
22907731	22907732
22907732	22907732
36309848	
39652193	
27528039	
34081644	
16386926	16386926
30739312	
22285168	22285168
18484082	18484082
40766322	
18615156	18615156
36768629	
1510267	1510267
18680700	18680700
37489533	
15108991	15108991
15731587	
15731589	
15731591	
27593608	
30051214	
24710034	24710034
28609430	
18713495	18713495
21892003	21892003
9014200	
29756345	29756345
9014204	
24120259	24120259
28347333	28347333
19663817	19663817
10652619	10652619
26086348	
26086347	
17370067	17370067
17632216	
25988058	25988058
33000414	
24251363	24251363
16452582	16452582
33262574	
22285300	22285300
16944116	16944116
15993850	15993850
25594874	25594874
26774523	
37686266	
25529343	25529343
15993855	15993855
12782596	12782596
28838926	
2231320	2231320
25365528	25365528
31755291	
20515869	
19926050	
39717930	39717930
28806186	
38669362	
19500084	19500084
22383668	22383668
19696695	
22776887	22776887
22383676	22383676
25594941	
7474246	7474246
20712527	20712528
20712529	20712529
16321621	16321621
34114646	
10751073	10751073
39816293	
18058343	18058343
26250343	
8195181	8195181
7965806	
33393779	
37882999	
39586937	
26774659	
24382596	24382596
31624332	
31624333	
20417680	20417680
23399569	
23989394	23989394
11668625	11668625
36015253	
19696792	19696792
19696793	19696793
24513691	24513691
18713756	
15666332	
26348712	
39718059	
8653995	8653995
37194923	
18320559	
19795123	19795123
25398452	25398452
32378051	
24906949	
29232328	
37555408	
21597399	21597399
15830237	
18779360	
19238117	19238117
30969062	30969062
15764711	
27561198	
11046127	11046127
17698030	
38440181	
40176889	
31853823	31853823
26316040	
18222353	18222353
18582803	18582803
26873108	
37424405	37424405
22088980	22088980
18222355	18222355
29723928	
20679960	20679960
20679962	20679962
31362332	
12651805	
36572447	
26807589	
36932910	36932910
18713907	18713907
18025780	18025780
20647221	20647221
37817654	
39488825	
20352314	
31493434	
12127547	
16911680	
19860800	19860800
16911688	
12356937	12356937
19893579	19893579
18812236	18812236
11767116	11767116
20680028	20680028
1969501	1969501
29855074	
27168100	
22547813	22547813
27168101	
23629159	23629159
22941032	9963018
24612202	24612202
17206635	17206636
27463022	
28314991	
33230203	
16387451	16387451
15502717	
16158080	16158080
28347776	28347776
12684679	
24448396	24448396
26381711	26381711
25955730	25955730
26906009	26906009
36408735	
16453024	16453024
27987364	
17534376	17534376
26086825	26086825
19467705	19467705
36277691	
21958076	21958076
23891399	23891399
26021325	
27233747	27233747
24907224	
29101530	29101530
29265379	
19303909	19303909
22875622	
28380657	28380657
12848631	12848631
17698299	
22875663	22875663
27397648	
40930831	40930831
39390741	
17698328	
35884569	
21466653	
10653220	10653220
12881446	
24088113	24088113
19205682	74649
34246203	
24088130	24088130
11505219	11505219
11505220	11505220
11505224	10915225
23400009	23400009
22515274	22515274
23400010	23400010
22842957	22842957
24383060	24383060
27790938	
15208046	
29920880	29920880
37850738	
21532277	21532277
24743543	24743543
19205754	272737
38669948	
24448639	24448639
10096261	10096261
16682632	16682632
23236239	23236239
19926672	19926672
15077009	
29953682	
15077008	
29036176	
29134491	29134491
17501853	17501853
27266721	
19074728	19074728
21892778	21892778
20450993	20450993
24481458	24481458
31854260	
24710841	24710841
31854268	
26906307	
33722066	
31461080	
31461081	
15797993	
26644204	
26644205	26644205
25825013	25825013
15470328	
19238649	
29396738	
38997771	
39030549	
16912157	
15044381	
22122271	22122271
14716707	
23007012	23007012
37719844	
26152742	
34541364	
17207095	17207096
14520122	14520122
8687424	8687425
22024001	22024002
39522115	
21204807	21204807
38506312	
17108811	
29691732	
35426132	
12422998	12422998
24842074	24842074
16879459	16879459
33165168	
11079536	11079536
28184434	
12914549	12914549
18386806	18386806
27299708	
15961980	
18222980	18222980
36278153	
29986700	
26513304	
27299748	27299748
27234217	27234217
18452396	
24874929	24874929
21368754	21368754
36278195	36278195
18681781	18681781
19369910	19369910
10915767	10915767
16551864	16551864
29593529	
37490620	
19861437	19861437
31068094	
18452418	
16388034	16388034
37851084	37851084
20680652	
15044558	
38637522	
37097441	
24973281	24973281
16551910	16551910
24809448	24809448
20877297	20877297
20877298	20877298
21860339	21860339
20877299	20877299
20877301	20877301
12193783	12193783
4722683	4722683
40964095	40964095
24088578	24088578
24350725	24350725
34967559	34967559
26775563	26775563
39456782	
16355344	16355344
1839129	1839129
34672687	
12095536	12095536
36245555	
15274037	15274037
28217400	
32149563	32149563
25989180	
39227453	
21663814	
23007311	23007311
18485328	18485328
16322642	16322642
33001556	
40341589	
40341591	
10850391	10850391
16027735	16027735
24350812	24350812
26218592	
11997281	11997281
22941809	22941809
25989235	
31395958	
26153084	
17764479	17764479
24776844	24776844
18780301	18780301
20222094	20222094
18092181	18092181
24744093	24744093
12325023	
25268394	25268394
28512430	
23007406	23007406
24121523	24121523
25858232	
17764537	
29790402	
30281924	
21860550	21860550
18616518	18616518
20385995	20385995
29790415	
25989350	
23990505	23990505
20091113	20091113
36606188	
31559922	
18485500	18485500
16257277	16257277
31002879	31002879
18551042	18551042
18551043	18551043
9605379	9605379
25989378	
21270790	21270790
24875272	24875272
22974728	22974728
21795085	21795085
38441233	
22909202	22909202
22909208	
38474016	
23433505	23433505
27758888	
9408809	9408809
9179433	9179433
8655150	8655150
15864112	
15864113	
22417713	22417713
29298995	
17600820	17600820
15864115	
30085428	
15864119	
28938556	28938556
15864128	
26710337	
21205314	21205314
15864131	15864131
15536456	15536456
22188361	22188361
22188362	22188362
22516052	22516052
39457109	
39489878	
18223460	18223460
20615525	20615512
39063918	
23859569	23859569
23859570	23859570
23859571	23859571
23859572	23859572
23859573	23859573
23859574	23859574
31789429	
24252789	24252789
24383873	24383873
14520706	
40604035	40604035
22843789	22843789
24842639	4693571
38637968	
23400848	23400848
25891233	25891233
19468717	19468717
30020015	
28316087	
23073208	74116
26546620	
24220096	24220096
25039301	25039301
21991891	21991891
17306068	17306068
12784098	
26153442	
16912869	16912869
21828074	21828074
29102571	
28447211	
9867757	9867757
21303789	21303789
24089073	24089073
24089074	24089074
38834682	
26284539	
1774074	1774074
15634941	
33788417	
18256392	18256392
31560202	
20124171	20124171
22417933	22417934
14586389	14586389
34476566	
20845077	20845078
20648473	20648473
21926427	21926427
10097181	10097181
24154666	24154666
17502774	17502774
20386359	20386359
36475448	
16912956	16912956
16912957	16912957
22581822	22581822
29397568	
16847428	
34280009	
26415694	
39850575	
22942289	22942289
29233746	
37360210	
35394133	35394133
31953506	
16421475	16421475
25563748	25563748
21107304	21107304
38507115	
21107309	21107309
40964718	40964718
35852913	
35852914	
21107315	21107315
27464309	
21107318	21107318
27660918	
17175164	17175164
40014467	
34149004	
34149005	
17568401	17568401
38572689	38572689
5345938	5345938
26219158	
24908438	
38769303	
28611235	
20714149	20714149
25825958	
30806694	
23990957	23990957
34083506	
23007924	23007924
37458617	
23073467	
23073468	
20386493	20386493
26809022	
38736573	
29070014	
10523341	10523341
40047317	
26645208	26645208
29201113	
10326749	10326749
39555806	
20353758	20353758
41095904	
28480228	28480228
16782057	16782057
22450926	22450926
21205745	4609164
20386561	20386561
25989890	
11866883	11866883
27661060	
18191112	18191112
22680342	22680342
18387740	18387740
38507296	
29791011	
28611364	
29791014	
28283692	
16847664	
17404720	17404720
18256692	18256692
17404734	17404734
17568575	17568575
28676933	
23302985	
10490697	10490697
38540107	
14652237	
34575187	
37458772	
37458773	
17011540	17011540
30479191	
22123356	22123356
38310750	
34476898	
20714340	20714340
37786472	
18322281	18322281
14553962	
19207018	19207018
19207028	19207028
19207029	19207029
39490424	
19207032	19207032
27005817	
28775293	
20157310	20157310
38179710	
22057858	22057858
25793413	
18518925	18518925
12915598	
20157331	
36639636	
25367448	25367448
29234073	
23991193	23991193
27595674	
38540209	38540209
34116533	
24417206	24417206
23204795	23204795
27104192	
31134657	
15963082	
24024018	24024018
23335901	23335901
40178659	
24581091	24581091
12522467	
15897572	
11408373	11408373
32838647	
17699831	
22549502	22549502
27399166	
25891840	
23172109	
28972045	
19108880	19108880
25203737	440307
24220697	24220697
25203738	440591
29135906	29135906
32969762	
25760804	
35034150	
27857962	
21566507	21566508
29955115	
24384557	24384557
20812847	20812847
39523378	
15930419	
19272758	19272758
19076153	19076153
17470523	17470523
19076156	19076156
15569990	15569990
16979018	16979018
30544975	
25007187	25007187
7640149	7640149
7640151	7640151
40834135	
27530327	
39752799	
9409631	9409631
19240053	
24351870	24351870
40670336	40670336
17339526	17339526
29889674	
38540428	
22189199	22189199
36246675	
38835350	
36836506	
24253594	
30250148	
28087463	
37688505	
40867022	
38638799	38638799
20485328	20485328
16815313	16815313
16815314	16815314
15635667	
16815316	16815316
16815317	16815317
25564374	25564374
16815318	16815318
22385882	558343
30119132	
27825374	
35853541	
35034348	
26186989	
17503482	17503482
25695485	25695485
20452607	20452607
24352002	24352002
18945287	18945287
20681998	20681999
15570193	
14521618	
15570195	15570195
19567893	19567893
23041303	23041303
12883230	12883230
14652703	
39949600	39949600
28382498	28382498
23237922	23237922
18617639	18617639
40375591	
17241387	17241387
23860526	23860526
28480819	28480819
16127283	16127283
19371317	19371317
19371316	
19010874	
27333947	
16160068	
9246020	9246020
21435719	21435719
24712521	24712521
16094537	16094537
21599570	21599570
26088794	
22484315	22484315
23860572	23860572
7935325	7935325
24122716	24122716
24647007	24647007
33953123	
37098852	
37098851	
22713701	22713701
10982760	10982760
12686700	12686700
31462767	
24188272	
7968118	7968118
30020991	
24647041	24647041
25695618	25695618
18650507	18650507
22418828	
22353294	22353294
28087700	
21206424	21206424
19862937	19862937
17110455	17110455
20125119	20125119
20125120	20125120
12883402	
12162507	
29136336	29136336
38835664	
19142101	19142101
24122840	24122840
19142106	19142106
25499099	25499099
17339868	17339868
8033754	8033754
27071970	27071970
23926243	23926243
21075428	21075428
17339877	17339877
9049581	9049581
40932846	40932846
24516079	24516079
16258541	16258541
11802100	11802100
25466363	25466363
17667581	
24974847	24974847
40932864	
17602053	17602053
17700359	
25171465	25171465
23729673	23729673
17700361	
11146763	11146763
17700364	
39720462	
30381583	
34346513	
31823378	
11933204	11933204
26514968	
21173786	21173786
17602083	17602083
27104815	
28186161	28186161
18322994	18322994
10491443	10491443
32413235	
22648373	
16815679	
22124095	22124095
21632579	21632579
34412101	
37656138	
40080971	
28743242	
12621390	12621390
27727460	
25597548	25597548
27334259	
15668854	
20354686	
12031626	
24549002	24549002
18618000	18618000
25794200	
27530904	
18781850	18781850
18781852	
18781853	
40146606	
28087982	
27498158	
25040563	25040563
15210166	15210166
26580670	
36935366	
19764934	19764934
18421452	18421452
21239504	21239504
17667795	
17667796	
38934229	
38311638	
18978520	
23959273	23959273
23959274	23959274
17503978	17503978
31004399	31004399
17503984	17503984
17700593	
17700595	
19273465	19273465
33887993	
21993215	
37099271	
30840592	
26810133	
26810134	
17241877	17241877
26810136	
26810137	
34805533	
20649757	20649757
26122019	
28350251	
19863340	19863340
15767339	
25171759	25171759
17176368	17176368
25171760	25171760
29923122	
24024892	
27694910	
24024895	
24024896	24024896
24024897	24024897
24024898	
39720770	
21698374	21698374
40048458	
41097034	
29497164	
23238479	23238479
23467860	23467860
11474773	11474773
19404631	19404631
27432796	
23697249	
16160620	
17635182	17635182
24090479	24090479
17667959	
18093943	18093943
20223877	20223877
11048840	11048840
25991051	
40081291	40081291
28448657	28448657
25008027	25008027
38999967	
27858848	
30971809	
28678049	28678049
24909733	24909733
19535798	19535798
34871222	
38279097	
28940218	
20682687	20682687
25958340	25958340
9476037	9476037
25958342	25958342
15538128	
21993426	21993426
12359646	
22190063	22190063
39884809	39884809
26777610	
24614921	24614921
30775324	
39688234	
40900652	
38377518	
27498543	
38377520	
25761838	25761838
27564082	
38377522	
39065653	
30251062	
1415224	1415224
28350522	28350522
26449981	
39131200	
33462346	
23894093	23894093
27859023	
23664723	15037941
20584552	
22845549	22845549
16849011	16849011
25991289	
28383355	
24615047	24615047
1546384	1546384
8689810	8689810
26876050	
21534867	21534867
8689813	8689814
21928084	21928084
26744986	26744986
32020635	
17111199	17111199
38344867	
19667110	19667110
15603879	15603879
11278503	11278504
27793583	
23107770	23107770
38312123	
28940478	28940478
30906561	30906561
9869506	9869506
28383427	
27564227	
24123600	24123600
37394642	
11966680	11966680
7903454	7903454
31594719	31594719
38050015	38050015
39327966	
17111267	17111267
23402725	23402725
22485222	22485222
15505641	15505641
22354160	
28481785	
25303293	25303293
18618621	18618621
27695358	
25303296	
25303294	
25303297	
30578947	
25303300	25303300
25303299	
38443268	
22092036	22092036
12425480	
25630984	
25303298	25303298
7969038	7969038
9738510	
21666065	
20453658	
27236640	
21174568	21174568
21633320	21633320
25532715	25532715
26220844	26220844
40769841	
12359989	
28711222	
36804920	
21633340	21633340
38476095	
19667267	19667267
20814155	20814155
19274060	19274060
20814157	20814157
21338443	
32348495	
29104462	
23894347	23894347
21535061	
21174619	21174619
28481884	
21174621	21174621
15898979	15898979
21436775	21436775
40573287	40573287
26712426	26712426
10393963	10393963
40573298	
29333880	
36739459	
21961091	21961092
14653835	
30611854	
11311507	11311508
18323861	18323861
28252572	
28252574	
21076384	21076384
12360106	12360105
12360107	
23992748	23992748
12360109	
21764527	21764527
29465008	
11901361	11901361
29661620	
12065207	12065207
40704440	40704440
15604153	
20650435	
20945351	20945351
25860557	
21404110	21404110
27335128	27335128
28088792	
25565672	
25565674	25565674
24189425	417331
22190578	22190578
20814331	20814331
22551036	22551036
18192896	18192896
18192898	18192898
17242628	17242628
14653957	
20421126	20421126
35658244	35658244
27007499	
37820941	
16423440	16423440
18520597	18520597
27564568	27564568
21338649	21338649
34511391	
19077664	19077664
17373729	17373729
26450467	
39426598	
14522928	
28973620	
21862974	21862974
16947783	16947783
33135175	
35527244	35527244
22616655	
28482130	28482130
23337555	23337555
20978260	20978260
20978259	214969
21502555	21502555
25500252	25500252
20847201	
23435876	23435876
18815589	18815589
27368038	
31201901	
26122863	
26122864	
24517233	24517233
23599738	23599738
15669884	
24418943	24418943
35527301	35527301
19339912	19339912
26319500	26319500
23730840	23730840
24648345	24648345
27400856	
20224667	20224667
20060832	20060832
26745506	26745506
29399716	29399716
24353446	24353446
22026922	
22026923	
39459499	
38673067	
20683446	20683446
18455228	
37460671	
20847308	
20716240	20716240
27663056	
23173844	
37460702	
27138785	
23272163	23272163
25008867	25008867
37591782	
17767146	
29039339	
28941036	
18946804	18946804
40114953	
10459913	10459913
26024717	
39754510	
17439508	17439508
12065557	12065557
17439512	17439512
8952600	8952600
28777242	
19077919	
37755681	
25828136	
22911785	22911785
23730990	23730990
17439540	17439540
15735607	15735607
21109570	21109570
25893704	25893704
17931083	
29203276	29203276
25860945	
23632726	23632726
19274593	19274593
37952358	
28121959	
17898344	
28187506	
37198710	
23337848	23337848
17537913	17537913
20585342	
40901525	40901525
29662106	
38050720	
28154789	
39492517	
10460069	10460069
26745768	
32316326	
26024874	
31595439	
21961650	
21961651	21961651
22682551	22682551
27139004	
14687173	14687173
15932363	
31857620	
15834068	
12065748	12065748
8592342	8592343
22846425	22846425
20028383	
23763943	23763943
23305195	23305195
24026091	24026091
19307503	19307503
22453232	
30874608	30874608
21502966	21502966
19176441	19176441
22158330	22158330
26975227	
22158331	22158331
22158333	22158333
17341440	17341440
18521091	18521091
24386571	24386571
26876947	
21994515	21994515
21273624	21273624
30022682	
30088221	
31562781	
23305245	
25730082	
30907440	
19733552	19733552
19668019	19668019
39197748	39197748
29432897	
19373123	19373123
19143748	19143748
21273673	21273673
25041994	25041994
24910925	24910925
38640718	
27139155	
40016980	
40442974	40442974
30776417	30776417
23207012	23207012
16456808	16456808
27073641	
27958380	
27958381	
22158445	22158446
22158446	22158446
36215918	
20126830	20126830
31792237	
27597944	
23567489	23567489
23567490	23567490
31628422	
21273734	21273734
22617224	22617224
22584459	22584459
26877068	
22584460	22584460
36773010	
38706338	
22486182	
21437611	21437611
35364012	35364012
25074866	
34380995	
34380996	
21306565	21306565
28744905	
23665868	10390823
17702092	
17898703	
21830868	
37493972	
18357466	
18717915	18717916
23633119	23633119
22256867	22256867
24911077	24911077
26352872	
37166316	
21241071	21241071
39492848	
31792367	
31792371	
30088438	
25730298	
21110013	21110013
17341693	17341693
9149697	9149697
25894154	
23665933	14723598
36248867	
18816295	18816295
27729204	
10591545	10591545
40869181	40869181
26320194	
11672906	11672906
16784736	16784736
32152934	32152934
18652519	18652519
32284009	
20585834	20585834
38215018	
15900015	
20389235	
20127091	20127091
29629814	
40607100	
34545025	
21142914	
21142915	21142916
22027652	7414
21142918	21142918
29629838	
23600531	23600531
25730470	
23567787	23567787
19504558	19504558
40672687	
25271728	25271728
21110192	21110192
23829937	23829937
20389299	20389299
24223155	24223155
27893182	
26254792	
23764426	23764426
24583629	24583629
30383575	
28351962	
34512354	
28548579	
26222057	
34512362	
24681963	24681963
24681964	24681964
25665007	
19865079	19865079
24911354	24911354
10755579	10755579
22486528	22486528
39558667	
20454926	
29236753	
32874001	
23371292	23371292
28614176	
35102242	
21437990	21437990
25239082	25239082
23993903	23993903
15900215	
9510461	9510461
19177029	19177029
39263813	
22486600	22486600
28614221	
16522833	16522833
8101460	8101460
40083032	
38674010	
12852830	12852830
24059494	24059494
37920361	
25992810	
23469684	23469684
26779253	
18685564	18685564
26189437	26189437
27270784	
990860	990860
15179405	
36970128	
26517138	
24747667	24747667
15179414	15179414
17178264	17178264
17178265	17178265
17178266	17178266
17178267	17178267
17178268	17178268
20520601	
9543323	
38248103	38248103
24125101	24125101
38379183	
25566896	
16719544	16719544
16490169	16490169
24551111	24551111
29236941	
21896912	21896912
25960145	25960145
25075423	25075423
38837984	
36708065	
17112802	17112802
18030307	18030307
17112805	17112805
26222310	
17112810	17112810
17112811	17112811
25239277	25239277
21831410	
22912756	
2858743	2858743
